"tested_strain","infected_strain","log_titer","colume_base","minimum_base","distance","sr_coord_1","sr_coord_2","ag_coord_1","ag_coord_2","ag_distance","infected_year","tested_year","year_diff"
"HO/56798/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.52571176388,-1.6413868407,18.2108931584543,1968,1992,24
"HO/56829/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.12698786344,-1.44557506531,17.3741773704134,1968,1992,24
"HO/56941/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.48762248382,-2.19304709967,18.2040323636962,1968,1992,24
"OV/31/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.00705075483,-0.300054083302,16.3005387131344,1968,1992,24
"NI/3126/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.98931658232,-1.55347004359,17.8702279182848,1968,1992,24
"NL/823/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.84383153155,-1.88663196811,18.094255315612,1968,1992,24
"PA/320/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.84945293956,-1.21910492423,17.509901889356,1968,1992,24
"PA/325/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.02230511031,-1.26832692937,17.637107488182,1968,1992,24
"PA/407/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.85502358613,-1.02983782312,17.8575166174871,1968,1992,24
"PA/417/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.88629738622,-2.48430716086,18.2089768404982,1968,1992,24
"PA/424/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.24702162692,-1.90192192002,18.2998463215541,1968,1992,24
"PA/457/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-4.15973019185,0.104553624604,17.0797278850888,1968,1992,24
"PA/490/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.61727483738,-1.72592031658,17.846619022827,1968,1992,24
"PA/512/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-4.53734412012,-1.2212916729,18.3882213040316,1968,1992,24
"PA/548/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-4.57615453458,-0.975577718669,18.2056861365073,1968,1992,24
"PA/564/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.05225471847,-2.45989347027,18.2559250577915,1968,1992,24
"PA/597/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.32596377541,-2.70951249704,19.0471463597705,1968,1992,24
"RD/100540/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.29002539186,-1.3456596981,17.3585700551113,1968,1992,24
"ST/8/92","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.58883724464,-2.21868938412,18.2722741955915,1968,1992,24
"FI/339/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.765491144,-9.07813932581,23.3565019608103,1968,1995,27
"HK/3/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,3.51539890938,-4.64280874312,18.8637808641073,1968,1995,27
"FI/381/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,3.31285756587,-9.03446584963,23.2523238816116,1968,1995,27
"HK/38/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.86939982566,-5.20614853519,19.5044795175716,1968,1995,27
"HK/49/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.22347824995,-7.15186044559,21.5250495339973,1968,1995,27
"HK/55/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,1.24445550544,-5.53827757772,20.1236836292733,1968,1995,27
"LY/2279/95","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,1.39347511521,-5.84885414906,20.3954672267993,1968,1995,27
"NA/933/95","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,0.730288786586,-5.69803754464,20.3969276408321,1968,1995,27
"NL/271/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.00981795475,-8.89019707679,23.2753899587878,1968,1995,27
"VI/75/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.68620028371,-4.82357514853,19.1530952847827,1968,1995,27
"WU/359/95","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.0395228977289,-6.19679127119,21.0541300550709,1968,1995,27
"BR/8/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.892192243091,-6.29147059099,21.4104836173888,1968,1996,28
"GE/3958/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.578737973916,-6.72280558053,21.4283387433002,1968,1996,28
"HK/20/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.248541276484,-6.59535143642,21.3851388723549,1968,1996,28
"HK/42/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.2041047079,-4.62668224826,19.0392951682603,1968,1996,28
"HK/357/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.892318234744,-6.25018499939,20.8960421207074,1968,1996,28
"HK/358/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.4957798089,-6.27611425286,21.2784258492474,1968,1996,28
"HK/434/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,6.86390525854,-5.20802602397,19.3500464961729,1968,1996,28
"NL/91/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,4.86441865959,-4.41306313861,18.5311875774497,1968,1996,28
"SP/1/96","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,0.339056600766,-5.92647253996,20.7151514505498,1968,1996,28
"HK/1/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.118706305617,-6.06673243957,20.9715593540311,1968,1997,29
"NE/491/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.744641328616,-6.74858844592,21.8027659506377,1968,1997,29
"AU/10/97","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,-3.27698180461,-10.1289007504,25.8154059962183,1968,1997,29
"HK/280/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.592996559406,-7.06984708963,22.0669788130264,1968,1997,29
"NL/300/97","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,-3.01366500259,-9.75073916826,25.3698989110148,1968,1997,29
"SY/5/97","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,-3.48534967827,-10.1617586272,25.9187691364519,1968,1997,29
"NL/5/98","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,0.64713554983,-5.67150303885,20.3913169723605,1968,1998,30
"LY/1781/96","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.56857732897,-6.08771696397,20.8141293146597,1968,1996,28
"JO/10/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.17063902702,-5.27191275552,20.2231499899432,1968,1997,29
"OS/21/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.396209621361,-5.88589444057,20.661377499936,1968,1997,29
"OS/244/97","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.205618353796,-5.89324340501,20.7175408980372,1968,1997,29
"NL/414/98","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,-1.49067719919,-9.76235616047,24.9035523003107,1968,1998,30
"NL/462/98","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.80827545278,-9.56449307828,24.8073379906882,1968,1998,30
"MW/10/99","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.93098411731,-8.56811788595,24.6029560518539,1968,1999,31
"NL/301/99","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.55717601888,-10.2441541812,25.6852890551433,1968,1999,31
"NL/3/00","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.12756475573,-11.7010307534,26.6728411847471,1968,2000,32
"NL/427/98","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,-3.82325615603,-9.63703652759,25.5512486567917,1968,1998,30
"TE/1/77","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-4.19387366824,8.85084222043,11.1366560874509,1968,1977,9
"GF/V728/85","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.95530091407,3.50741406799,13.6347769615787,1968,1985,17
"PM/2007/99","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.26608913619,-9.70773724332,25.0843018522408,1968,1999,31
"NL/118/01","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.5289170706,-10.6944607806,26.103677252442,1968,2001,33
"NL/126/01","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.992241921719,-10.6888615143,25.6597011722915,1968,2001,33
"NL/1/02","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.105159015435,-11.4913060844,26.1825941997362,1968,2002,34
"NL/120/02","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.48645491225,-10.0963773086,25.5226884602928,1968,2002,34
"NL/18/94","HK/1/68",0,7,7,7,5.62681281374,14.1024349153,3.25447825637,-4.55018709333,18.8028795414139,1968,1994,26
"FU/411/02","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-3.17657912937,-14.8785134197,30.288530438104,1968,2002,34
"NL/22/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.151707272631,-14.0376775396,28.7272905677339,1968,2003,35
"NL/213/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.58729650084,-12.717525514,27.7732542319392,1968,2003,35
"NL/217/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.06755105597,-13.9653993267,29.1033770273466,1968,2003,35
"NL/222/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.22094113659,-13.1194574274,28.069968950496,1968,2003,35
"FI/170/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-2.15038732869,-13.4455804966,28.6247793911096,1968,2003,35
"NL/124/01","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-0.953404478539,-10.9915772091,25.9424113010557,1968,2001,33
"NL/20/03","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,-1.25338341785,-10.2530230872,25.3086039657806,1968,2003,35
"HK/1/68","HK/1/68",7,7,7,0,5.62681281374,14.1024349153,6.27707933458,13.895044285,0.682537487367243,1968,1968,0
"HK/107/71","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,3.92525132393,15.5149985286,2.21148083085149,1968,1971,3
"EN/42/72","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,2.74012662608,13.2486153399,3.01030978694274,1968,1972,4
"PC/1/73","HK/1/68",2.76553474636298,7,7,4.23446525363702,5.62681281374,14.1024349153,0.503105582783,13.1753330365,5.20690826520264,1968,1973,5
"VI/3/75","HK/1/68",NA,7,7,NA,5.62681281374,14.1024349153,0.13744650775,10.5748701933,6.52509427588883,1968,1975,7
"BI/15793/68","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.04806432953,14.972721497,16.8475868318377,1990,1968,-22
"BI/16190/68","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,4.10330206141,14.8063276024,16.717605159733,1990,1968,-22
"BI/16398/68","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.36344841606,13.8929251374,16.0004391974949,1990,1968,-22
"BI/808/69","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.87169764308,14.2552884031,16.1200057807756,1990,1969,-21
"BI/908/69","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.86865595435,14.0931875933,16.4070404512552,1990,1969,-21
"BI/17938/69","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.40037478944,14.860122145,16.8893670441081,1990,1969,-21
"BI/93/70","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,5.05936853902,14.477686057,16.8361659461794,1990,1970,-20
"BI/2668/70","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.82002371117,15.4709921597,17.6204353932979,1990,1970,-20
"BI/6449/71","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.8689797106,15.9188266054,17.6513475731146,1990,1971,-19
"BI/21438/71","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.27257743308,14.1186830193,16.1639967263305,1990,1971,-19
"BI/21801/71","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,4.26279009631,14.1365153221,16.1758791510707,1990,1971,-19
"BI/6022/72","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,3.31006996257,14.1152907437,15.7700203250213,1990,1972,-18
"BI/5168/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.723193078971,9.24414313133,10.2949371804329,1990,1976,-14
"BI/4273/75","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.12244709625,14.3478754759,15.0804970394019,1990,1975,-15
"BI/334/75","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.744119320484,13.760114258,14.6368723169315,1990,1975,-15
"BI/1843/75","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.773509884096,12.9754554037,13.8826867070387,1990,1975,-15
"BI/21793/72","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,1.92210056182,13.6248485176,14.8287737456533,1990,1972,-18
"BI/23290/72","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.65642755,13.7274148626,14.8462873987253,1990,1972,-18
"BI/23337/72","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.656428374,13.7274158895,14.8462886219687,1990,1972,-18
"BI/552/73","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.31418448834,13.020057941,14.0702142028327,1990,1973,-17
"BI/748/73","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.44613041221,13.8939890852,14.946033358182,1990,1973,-17
"BI/3517/73","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.78898175587,13.8135861344,14.9678550443081,1990,1973,-17
"BI/5146/74","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.832518170399,14.3716075222,15.2521342587332,1990,1974,-16
"BI/5930/74","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,1.60788788965,13.8538601454,14.9531975733306,1990,1974,-16
"BI/5931/74","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.58601068112,13.0011375997,14.1319948605065,1990,1974,-16
"BI/7398/74","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.600279621976,13.228178205,14.0860412188492,1990,1974,-16
"BI/9459/74","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.25135771896,12.9564186686,13.9913809380853,1990,1974,-16
"BI/2600/75","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.121970006681,13.7900225,14.532732549643,1990,1975,-15
"BI/2813/75","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,1.36269472937,14.1771193529,15.1958113720995,1990,1975,-15
"BI/628/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.58837429954,8.28598875092,8.82289171556201,1990,1976,-14
"BI/1761/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.927252727247,8.88135320529,10.0252986638759,1990,1976,-14
"BI/2271/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.71066313092,8.45855111783,8.97992429901287,1990,1976,-14
"BI/5029/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.07960525378,8.3510849161,9.5916271364053,1990,1976,-14
"BI/5657/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.867162831057,8.50766274496,9.65544661115064,1990,1976,-14
"BI/6545/76","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.875974291749,8.60432318454,9.74858418323128,1990,1976,-14
"AM/1609/77","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,0.895041247101,9.41358551938,10.5123360714899,1990,1977,-13
"BI/3895/77","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.678128316109,8.75968463299,9.82368584355598,1990,1977,-13
"RD/5828/77","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.32216623526,9.72713807109,10.956799864335,1990,1977,-13
"RD/8179/77","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.917010619876,9.11999231069,10.2445843422308,1990,1977,-13
"NL/209/80","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-3.311483795,6.80544282325,7.29918655621697,1990,1980,-10
"RD/577/80","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-3.37747450096,6.92802239403,7.4271237376884,1990,1980,-10
"NL/233/82","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-3.63302580964,6.69505136508,7.22396969474215,1990,1982,-8
"NL/241/82","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-3.50329064666,6.50988436619,7.02427215492915,1990,1982,-8
"NL/330/85","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-2.41647581163,5.74714822763,6.22078263288748,1990,1985,-5
"ST/10/85","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-2.45182488974,4.94914919505,5.42200106861364,1990,1985,-5
"CO/2/86","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,-2.80367223187,4.922501242,5.39112677290467,1990,1986,-4
"NL/450/88","VI/2/90",6.74953426766926,9,9,2.25046573233074,-2.69293766224,-0.467488158418,-0.0963880425681,2.0219216554,3.59711428071887,1990,1988,-2
"NL/620/89","VI/2/90",5,9,9,4,-2.69293766224,-0.467488158418,0.49235887644,1.49574080925,3.74170843583751,1990,1989,-1
"VI/2/90","VI/2/90",7.59991284218713,9,9,1.40008715781287,-2.69293766224,-0.467488158418,-2.11640199102,-0.999139721607,0.784249172667975,1990,1990,0
"LY/1149/91","VI/2/90",6.6667565918848,9,9,2.3332434081152,-2.69293766224,-0.467488158418,-1.82196241993,-2.56510120002,2.2712503924085,1990,1991,1
"MA/G102/93","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,3.86582322649,-3.65925209251,7.29415529081365,1990,1993,3
"MA/G252/93","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,1.00821760134,-6.97101660754,7.48294277498266,1990,1993,3
"NL/241/93","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,3.94980743914,-5.03276936015,8.06026394932545,1990,1993,3
"NL/1/95","VI/2/90",0,9,9,9,-2.69293766224,-0.467488158418,4.8999080853,-5.3663960828,9.03607245419762,1990,1995,5
"WE/4/85","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-2.93102829845,4.27220618697,4.74567062055026,1990,1985,-5
"OK/5/88","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.74344697613,1.08724962568,1.8763740021306,1990,1988,-2
"SI/2/87","VI/2/90",2,9,9,7,-2.69293766224,-0.467488158418,1.1361156897,3.93970981379,5.83823976368197,1990,1987,-3
"VI/7/87","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.08097272392,1.38446457939,1.8921681088549,1990,1987,-3
"AL/4382/82","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-4.06938708048,6.17695249876,6.78551432448074,1990,1982,-8
"LY/2380/81","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.8772256585,5.84991105657,6.42744668586341,1990,1981,-9
"BI/4791/81","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.21262519938,5.9661197449,6.45456317576135,1990,1981,-9
"BI/10684/82","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.56749348546,6.44703659156,6.96961264389825,1990,1982,-8
"OS/13676/83","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-4.11001985226,5.93886921459,6.56121457688787,1990,1983,-7
"NL/333/85","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.55661870713,5.50800625819,6.08257793132613,1990,1985,-5
"BA/1/79","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-5.95302728513,5.43675958284,6.74450337233404,1990,1979,-11
"PH/2/82","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-5.52398658834,5.4384159092,6.54939240524484,1990,1982,-8
"CE/1/84","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.77170160708,5.67883731254,6.21498130844123,1990,1984,-6
"LE/360/86","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-5.16918239171,3.14278865076,4.37788608795574,1990,1986,-4
"VI/1/88","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.66869578888,1.83434505771,2.50010801298147,1990,1988,-2
"CC/2/88","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-3.92483614251,3.14566879938,3.81739139562288,1990,1988,-2
"ST/12/88","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-0.531227563768,2.74014177059,3.86805898498248,1990,1988,-2
"EN/138/89","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,0.110174291786,2.22560771006,3.8871843259121,1990,1989,-1
"EI/3447/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.0373321669258,2.07972751447,3.73398996038545,1990,1989,-1
"EN/427/88","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.306243792575,2.75966186513,4.40563124573449,1990,1988,-2
"GE/5007/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.0574542035645,2.27902441813,3.80645562092723,1990,1989,-1
"WE/3/90","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.05716465741,-1.45493457115,1.17441803957869,1990,1990,0
"WK/1/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.382290548259,1.53101570509,3.66756680090565,1990,1989,-1
"AT/3572DASH5/88","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.765040034425,2.75175231042,3.75237237751519,1990,1988,-2
"SH/11/87","VI/2/90",4,9,9,5,-2.69293766224,-0.467488158418,2.1559511562,2.77728642677,5.83440527237133,1990,1987,-3
"GU/54/89","VI/2/90",4,9,9,5,-2.69293766224,-0.467488158418,2.48962650143,2.55676442026,6.00042289927944,1990,1989,-1
"HK/1/89","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-0.236371055513,2.36183903844,3.74697369622026,1990,1989,-1
"NL/650/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.77014788858,2.71963397008,5.48423924495457,1990,1989,-1
"NL/738/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,2.34754238033,3.6489393861,6.50779646184582,1990,1989,-1
"SP/35/89","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,0.24489672824,1.63973135993,3.61541768048918,1990,1989,-1
"SP/40/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.31065804852,0.441701204007,2.54987871372203,1990,1989,-1
"WE/5/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,0.890809621802,0.73251511188,3.77931904509322,1990,1989,-1
"ME/2/90","VI/2/90",5,9,9,4,-2.69293766224,-0.467488158418,0.336134932476,2.64332286746,4.34193804916464,1990,1990,0
"SU/1/90","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-0.258728445388,2.28559296268,3.67489185837535,1990,1990,0
"VI/33/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-1.8973754818,-0.567266830355,0.801794840542117,1990,1992,2
"NL/891/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.33663585505,-1.06072207956,0.692009727533055,1990,1991,1
"CA/1/91","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-0.936311728791,2.66538683364,3.59174614720027,1990,1991,1
"EN/260/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.89985929239,-0.734532004489,0.337829804410927,1990,1991,1
"EN/261/91","VI/2/90",6.6667565918848,9,9,2.3332434081152,-2.69293766224,-0.467488158418,-0.729282218638,-2.44219559672,2.78485406584852,1990,1991,1
"MA/G12/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.92847589203,-0.802510190621,0.409533905499941,1990,1991,1
"NL/816/91","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.18743777682,-0.751534616676,0.570274279420479,1990,1991,1
"AM/4112/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.00464768962,-0.924317006818,0.826096654841133,1990,1992,2
"ES/1285/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.24294442347,-1.04487799881,0.797424896267112,1990,1992,2
"FI/220/92","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-3.56594555588,-2.50015836916,2.21221404208446,1990,1992,2
"MA/G58/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-1.92284168539,-1.79102522881,1.53127338847849,1990,1992,2
"NI/3129/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.55756915521,-1.09900095105,0.645858374532218,1990,1992,2
"NL/819/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.10074383206,-1.79187571611,1.45075702151416,1990,1992,2
"NL/935/92","VI/2/90",9,9,9,0,-2.69293766224,-0.467488158418,-1.94363955145,-0.763821031079,0.805767230813579,1990,1992,2
"PA/583/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-3.80149877784,-0.913031198663,1.19474530663697,1990,1992,2
"PA/614/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-3.30098651661,-1.12589829075,0.896229497203764,1990,1992,2
"SA/8/92","VI/2/90",6.49984588708321,9,9,2.50015411291679,-2.69293766224,-0.467488158418,-4.03185647992,-1.81085603896,1.89666572247445,1990,1992,2
"SA/23/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-4.23737066563,-1.04137325261,1.64760960281737,1990,1992,2
"SA/27/92","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-3.21619026421,-2.56604231265,2.16280438868446,1990,1992,2
"ST/7/92","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-4.21504314506,-0.043000494607,1.58018824117838,1990,1992,2
"VI/68/92","VI/2/90",9,9,9,0,-2.69293766224,-0.467488158418,-1.98920501141,-0.597377942754,0.715619312147926,1990,1992,2
"GE/5366/91","VI/2/90",5,9,9,4,-2.69293766224,-0.467488158418,0.628322766023,2.1976304198,4.25835976266784,1990,1991,1
"BE/353/89","VI/2/90",6,9,9,3,-2.69293766224,-0.467488158418,-3.9616507499,-0.777628911417,1.30607051320767,1990,1989,-1
"LY/1182/91","VI/2/90",7,9,9,2,-2.69293766224,-0.467488158418,-2.04277681686,-2.34523976907,1.98712360867949,1990,1991,1
"BE/352/89","VI/2/90",5.58496250072116,9,9,3.41503749927884,-2.69293766224,-0.467488158418,-0.887656235217,-1.72057021447,2.19755675010993,1990,1989,-1
"PA/467/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.96619435736,-0.265685892413,0.339696005264498,1990,1992,2
"TI/5957/92","VI/2/90",8,9,9,1,-2.69293766224,-0.467488158418,-2.32124232409,-1.14723158037,0.7747312721773,1990,1992,2
"AT/211/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,-1.60960669085,1.02829444057,1.84688158175019,1990,1989,-1
"SP/34/89","VI/2/90",NA,9,9,NA,-2.69293766224,-0.467488158418,1.00890855993,1.21150654485,4.06481102465986,1990,1989,-1
