"study","infected_year","tested_year","log_titer"
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,1
"who",2016,2019,3
"who",2016,2019,1
"who",2016,2019,4
"who",2016,2019,1
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,6
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,2
"who",2017,2017,5
"who",2017,2019,3
"who",2017,2018,3
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,5
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2018,3
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,5
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,1
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,1
"who",2019,2014,4
"who",2019,2017,3
"who",2019,2016,2
"who",2019,2017,3
"who",2019,2018,1
"who",2019,2017,2
"who",2019,2017,1
"who",2019,2019,5
"who",2019,2018,3
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,3
"who",2018,2014,3
"who",2018,2017,3
"who",2018,2016,3
"who",2018,2017,4
"who",2018,2018,2
"who",2018,2017,2
"who",2018,2017,2
"who",2018,2019,3
"who",2018,2018,6
"who",2018,2019,4
"who",2018,2019,4
"who",2018,2019,4
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,4
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,3
"who",2018,2019,1
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,4
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,3
"who",2018,2019,2
"who",2018,2019,3
"who",2018,2019,3
"who",2018,2019,2
"who",2018,2019,4
"who",2018,2019,4
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,2
"who",2018,2019,4
"who",2018,2019,2
"who",2018,2019,3
"who",2018,2019,2
"who",2014,2017,3
"who",2014,2017,3
"who",2014,2017,3
"who",2014,2017,3
"who",2014,2017,1
"who",2016,2017,4
"who",2016,2017,4
"who",2016,2017,4
"who",2016,2017,4
"who",2016,2017,2
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2017,1
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2018,3
"who",2014,2018,2
"who",2016,2017,3
"who",2016,2017,3
"who",2016,2017,2
"who",2016,2017,4
"who",2016,2017,3
"who",2016,2017,3
"who",2016,2017,3
"who",2016,2018,4
"who",2016,2018,5
"who",2014,2017,2
"who",2014,2017,3
"who",2014,2018,5
"who",2014,2018,3
"who",2014,2018,4
"who",2014,2018,3
"who",2016,2017,3
"who",2016,2017,4
"who",2016,2018,5
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,3
"who",2014,2016,1
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,1
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,3
"who",2016,2016,1
"who",2016,2018,5
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,2
"who",2016,2018,2
"who",2016,2018,3
"who",2016,2018,3
"who",2014,2017,1
"who",2014,2017,2
"who",2014,2017,1
"who",2014,2017,1
"who",2014,2018,1
"who",2014,2018,3
"who",2014,2018,1
"who",2014,2018,1
"who",2014,2018,1
"who",2016,2017,3
"who",2016,2017,3
"who",2016,2017,4
"who",2016,2017,4
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,2
"who",2016,2017,4
"who",2016,2017,3
"who",2016,2018,4
"who",2016,2018,4
"who",2014,2017,4
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2017,2
"who",2014,2017,3
"who",2014,2018,3
"who",2014,2018,1
"who",2014,2018,3
"who",2014,2018,3
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,1
"who",2014,2018,1
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,3
"who",2016,2017,4
"who",2016,2017,2
"who",2016,2017,4
"who",2016,2017,3
"who",2016,2018,4
"who",2016,2018,2
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,2
"who",2016,2018,4
"who",2016,2018,1
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,2
"who",2016,2018,2
"who",2016,2018,3
"who",2016,2018,2
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2014,2018,3
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,3
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,2
"who",2014,2018,5
"who",2014,2018,2
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,2
"who",2016,2018,4
"who",2016,2018,2
"who",2016,2018,3
"who",2016,2018,2
"who",2016,2018,2
"who",2016,2018,5
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2014,2014,8
"who",2014,2017,5
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,3
"who",2014,2018,4
"who",2014,2018,4
"who",2014,2018,4
"who",2014,2018,4
"who",2014,2018,2
"who",2014,2018,4
"who",2014,2018,3
"who",2014,2018,2
"who",2014,2018,4
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,4
"who",2016,2018,2
"who",2016,2018,4
"who",2014,2018,3
"who",2014,2018,3
"who",2016,2018,4
"who",2016,2018,3
"who",2014,2018,5
"who",2014,2017,6
"who",2014,2017,6
"who",2014,2018,2
"who",2014,2018,3
"who",2016,2017,6
"who",2016,2018,2
"who",2016,2018,4
"who",2017,2014,6
"who",2017,2017,7
"who",2017,2018,3
"who",2017,2014,2
"who",2017,2014,3
"who",2017,2014,7
"who",2017,2017,5
"who",2017,2016,5
"who",2017,2018,5
"who",2017,2017,8
"who",2017,2017,7
"who",2017,2018,2
"who",2016,2017,1
"who",2016,2018,6
"who",2016,2018,3
"who",2016,2018,4
"who",2016,2018,6
"who",2017,2018,7
"who",2017,2018,4
"who",2017,2018,3
"who",2017,2018,4
"who",2017,2019,3
"who",2016,2019,4
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2016,2019,2
"who",2016,2019,1
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,1
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,1
"who",2019,2014,3
"who",2019,2017,4
"who",2019,2017,3
"who",2019,2019,5
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,5
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,5
"who",2016,2019,5
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,2
"who",2019,2019,6
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2014,3
"who",2017,2019,4
"who",2017,2018,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2016,2019,4
"who",2016,2018,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,4
"who",2019,2014,2
"who",2019,2019,7
"who",2019,2018,4
"who",2019,2019,6
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,3
"who",2017,2019,2
"who",2017,2018,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,1
"who",2016,2019,5
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,2
"who",2019,2017,5
"who",2019,2017,4
"who",2019,2019,8
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,3
"who",2016,2019,6
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,5
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,2
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,4
"who",2019,2019,7
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,5
"who",2019,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,5
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,3
"who",2019,2019,4
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,1
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,5
"who",2019,2019,5
"who",2019,2019,5
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2017,1
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,1
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2020,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2020,4
"who",2019,2019,5
"who",2019,2019,5
"who",2019,2020,5
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2020,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2020,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2020,1
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2020,3
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2020,4
"who",2016,2019,6
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2020,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,2
"who",2016,2020,2
"who",2016,2020,3
"who",2016,2020,2
"who",2019,2019,5
"who",2019,2019,3
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,4
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2020,4
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,3
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2014,3
"who",2019,2017,3
"who",2019,2016,3
"who",2019,2019,4
"who",2019,2019,4
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2018,1
"who",2019,2017,2
"who",2019,2017,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2020,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2017,2
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2020,1
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,2
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,2
"who",2019,2020,1
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,3
"who",2017,2020,2
"who",2017,2019,1
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,2
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,5
"who",2017,2019,5
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2017,2020,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,3
"who",2016,2019,4
"who",2016,2019,1
"who",2016,2019,3
"who",2016,2020,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2019,3
"who",2016,2019,3
"who",2016,2019,2
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,2
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,3
"who",2016,2020,2
"who",2016,2019,2
"who",2016,2019,1
"who",2019,2019,2
"who",2019,2019,4
"who",2019,2019,2
"who",2019,2019,5
"who",2019,2019,1
"who",2019,2019,3
"who",2019,2020,4
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2020,2
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,3
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,2
"who",2019,2020,1
"who",2019,2019,3
"who",2019,2019,2
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2019,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2020,1
"who",2019,2019,1
"who",2019,2019,1
"who",2017,2019,3
"who",2017,2019,4
"who",2017,2019,3
"who",2017,2019,1
"who",2017,2019,3
"who",2017,2020,2
"who",2017,2019,2
"who",2017,2019,1
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2019,4
"who",2017,2020,4
"who",2017,2020,2
